 written on 31Mar2021 at 22:50:02 
          10
         617
    4    3    2    2    2    1    2    2    1    1    2    3    2    2    2
    3    6    2    2    2    1    2    2    1    1    2    2    1    1    1
    2    2    1    1    1    1    2    2    1    1    1    1    1    2    2
    1    1    1    1    1    1    2    6    2    2    2    2    2    2    2
    6    2    2    3    1    1    1    3    2    1    1    1    1    2    2
    1    1    1    1    1    2    2    1    1    1    1    1    1    2    3
    1    1    1    1    1    1    1    3    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    2    2    1    1    1    1
    1    1    2    3    2    2    2    3    2    1    2    2    1    1    1
    1    2    4    1    1    1    1    1    1    1    4    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    2
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    2
    2    1    1    2    4    3    2    1    1    2    2    1    1    1    1
    1    2    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    3
    1    1    1    1    1    1    1    3    2    1    1    1    1    2    2
    1    2    2    2    2    1    1    1    2    2    1    1    1    1    1
    1    2    2    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    2    2    1    1    1    2    2    2
    2    1    2    2    1    1    1    1    2    3    1    1    1    1    1
    1    1    3    1    1    1    1    1    1    1    1    2    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    2    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    2    1    1    1    1    1    2    2    1    1    2    3    4    2    1
    1    2    2    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    4    1    1    1    1    1    1    1    4
    2    1    1    1    1    2    2    1    2    3    2    2    2    3    2
    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1
    2    1    1    1    1    1    1    1    1    3    1    1    1    1    1
    1    1    3    2    1    1    1    1    1    1    2    2    1    1    1
    1    1    2    2    1    1    1    1    2    3    1    1    1    3    2
    2    6    2    2    2    2    2    2    2    6    2    1    1    1    1
    1    1    2    2    1    1    1    1    1    2    2    1    1    1    1
    2    2    1    1    1    2    2    1    1    2    2    1    2    2    2
    6    3    2    2    2    3    2    1    1    2    2    1    2    2    2
    3    4
   -6    2    2    1    1    0.001620   -0.000003
   -6    2    2    2    1   -0.000506    0.000770
   -6    2    2    3    1   -0.000257    0.000027
   -6    2    2    4    1   -0.000748    0.000403
   -6    2    2    5    1    0.000145    0.000048
   -6    2    2    6    1   -0.000827   -0.000803
   -6    2    2    7    1   -0.000054   -0.001157
   -6    2    2    8    1   -0.000190   -0.000031
   -6    2    2    9    1   -0.000244   -0.000396
   -6    2    2   10    1   -0.000161   -0.000045
   -6    2    2    1    2   -0.000393   -0.000597
   -6    2    2    2    2    0.001632   -0.000003
   -6    2    2    3    2   -0.000638   -0.000789
   -6    2    2    4    2   -0.000315   -0.000163
   -6    2    2    5    2   -0.000247   -0.000815
   -6    2    2    6    2    0.000061   -0.000255
   -6    2    2    7    2    0.000144   -0.000103
   -6    2    2    8    2   -0.000373   -0.000952
   -6    2    2    9    2   -0.000586    0.001208
   -6    2    2   10    2    0.000612    0.001952
   -6    2    2    1    3    0.000675    0.000094
   -6    2    2    2    3   -0.000689    0.000815
   -6    2    2    3    3    0.001614   -0.000000
   -6    2    2    4    3   -0.000386    0.000150
   -6    2    2    5    3    0.000680    0.000285
   -6    2    2    6    3   -0.000057   -0.000071
   -6    2    2    7    3    0.000030   -0.000459
   -6    2    2    8    3   -0.000133   -0.000044
   -6    2    2    9    3    0.000216    0.000462
   -6    2    2   10    3   -0.001044   -0.000425
   -6    2    2    1    4   -0.000563   -0.000294
   -6    2    2    2    4   -0.000116    0.000058
   -6    2    2    3    4    0.000352    0.000131
   -6    2    2    4    4    0.001546    0.000004
   -6    2    2    5    4   -0.000763   -0.000731
   -6    2    2    6    4   -0.000058   -0.000141
   -6    2    2    7    4   -0.000180    0.000395
   -6    2    2    8    4    0.001400    0.001188
   -6    2    2    9    4    0.000018    0.000293
   -6    2    2   10    4   -0.000494   -0.000459
   -6    2    2    1    5    0.000129   -0.000027
   -6    2    2    2    5    0.000028   -0.000138
   -6    2    2    3    5   -0.001213    0.000528
   -6    2    2    4    5   -0.000283    0.000273
   -6    2    2    5    5    0.001551    0.000004
   -6    2    2    6    5    0.000759    0.000390
   -6    2    2    7    5   -0.000084   -0.000229
   -6    2    2    8    5   -0.000312    0.000025
   -6    2    2    9    5   -0.000517   -0.000462
   -6    2    2   10    5   -0.000338   -0.000007
   -6    2    2    1    6   -0.000440    0.000428
   -6    2    2    2    6   -0.000130   -0.000668
   -6    2    2    3    6   -0.000079    0.000099
   -6    2    2    4    6   -0.000057    0.000152
   -6    2    2    5    6    0.000363   -0.000205
   -6    2    2    6    6    0.001614    0.000000
